GLOBAL UNIQUE IDENTIFIER,COMMON NAME,SCIENTIFIC NAME,OBSERVATION COUNT,LOCALITY ID,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,OBSERVER NAME,OBSERVATION TYPE,DURATION MINUTES,NUMBER OBSERVERS,ALL SPECIES REPORTED,SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS1754025191,Great-tailed Grackle,Quiscalus mexicanus,2,L1210588,2023-06-06,12:30:00 PM,obsr219721,,Traveling,106,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1754025183,House Sparrow,Passer domesticus,8,L1210588,2023-06-06,12:30:00 PM,obsr219721,,Traveling,106,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1769812547,House Sparrow,Passer domesticus,5,L1210588,2023-06-26,9:00:00 AM,obsr219721,,Traveling,122,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1754575560,Lesser Goldfinch,Spinus psaltria,3,L1210588,2023-06-06,8:52:00 AM,obsr404651,,Traveling,113,6,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1769812537,Little Blue Heron,Egretta caerulea,1,L1210588,2023-06-26,9:00:00 AM,obsr219721,,Traveling,122,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1753395275,Neotropic Cormorant,Nannopterum brasilianum,1,L1210588,2023-06-07,10:00:00 AM,obsr687413,,Stationary,5,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1769812540,Neotropic Cormorant,Nannopterum brasilianum,6,L1210588,2023-06-26,9:00:00 AM,obsr219721,,Traveling,122,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1754025179,Neotropic Cormorant,Nannopterum brasilianum,4,L1210588,2023-06-06,12:30:00 PM,obsr219721,,Traveling,106,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1753395267,Northern Cardinal,Cardinalis cardinalis,1,L1210588,2023-06-07,10:00:00 AM,obsr687413,,Stationary,5,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1753410928,Northern Cardinal,Cardinalis cardinalis,1,L1210588,2023-06-07,10:14:00 AM,obsr687413,,Stationary,5,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1769812548,Northern Cardinal,Cardinalis cardinalis,4,L1210588,2023-06-26,9:00:00 AM,obsr219721,,Traveling,122,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1754025188,Northern Cardinal,Cardinalis cardinalis,2,L1210588,2023-06-06,12:30:00 PM,obsr219721,,Traveling,106,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1753395272,Northern Mockingbird,Mimus polyglottos,1,L1210588,2023-06-07,10:00:00 AM,obsr687413,,Stationary,5,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1754025182,Northern Mockingbird,Mimus polyglottos,1,L1210588,2023-06-06,12:30:00 PM,obsr219721,,Traveling,106,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1769812539,Northern Mockingbird,Mimus polyglottos,1,L1210588,2023-06-26,9:00:00 AM,obsr219721,,Traveling,122,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1754575566,Red-shouldered Hawk,Buteo lineatus,1,L1210588,2023-06-06,8:52:00 AM,obsr404651,,Traveling,113,6,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1753395268,Snowy Egret,Egretta thula,5,L1210588,2023-06-07,10:00:00 AM,obsr687413,,Stationary,5,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1754575558,Summer Tanager,Piranga rubra,2,L1210588,2023-06-06,8:52:00 AM,obsr404651,,Traveling,113,6,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1754025193,Summer Tanager,Piranga rubra,1,L1210588,2023-06-06,12:30:00 PM,obsr219721,,Traveling,106,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1769812542,Turkey Vulture,Cathartes aura,1,L1210588,2023-06-26,9:00:00 AM,obsr219721,,Traveling,122,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1754025185,Turkey Vulture,Cathartes aura,2,L1210588,2023-06-06,12:30:00 PM,obsr219721,,Traveling,106,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1769812549,Western Kingbird,Tyrannus verticalis,2,L1210588,2023-06-26,9:00:00 AM,obsr219721,,Traveling,122,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1753410929,Western Kingbird,Tyrannus verticalis,1,L1210588,2023-06-07,10:14:00 AM,obsr687413,,Stationary,5,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1754575571,Western Kingbird,Tyrannus verticalis,1,L1210588,2023-06-06,8:52:00 AM,obsr404651,,Traveling,113,6,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1769812544,White-eyed Vireo,Vireo griseus,2,L1210588,2023-06-26,9:00:00 AM,obsr219721,,Traveling,122,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1754575565,White-eyed Vireo,Vireo griseus,1,L1210588,2023-06-06,8:52:00 AM,obsr404651,,Traveling,113,6,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1754025186,White-eyed Vireo,Vireo griseus,3,L1210588,2023-06-06,12:30:00 PM,obsr219721,,Traveling,106,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1769812545,White-winged Dove,Zenaida asiatica,1,L1210588,2023-06-26,9:00:00 AM,obsr219721,,Traveling,122,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1754025189,White-winged Dove,Zenaida asiatica,2,L1210588,2023-06-06,12:30:00 PM,obsr219721,,Traveling,106,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1754025184,Crested Caracara,Caracara plancus,1,L1210588,2023-06-06,12:30:00 PM,obsr219721,,Traveling,106,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1788881969,American Robin,Turdus migratorius,1,L1210588,2023-07-21,10:30:00 AM,obsr219721,,Traveling,58,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1788881981,Barn Swallow,Hirundo rustica,3,L1210588,2023-07-21,10:30:00 AM,obsr219721,,Traveling,58,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1774863952,Black-bellied Whistling-Duck,Dendrocygna autumnalis,3,L1210588,2023-07-03,7:57:00 AM,obsr56581,,Traveling,18,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1788881982,Black-crested Titmouse,Baeolophus atricristatus,3,L1210588,2023-07-21,10:30:00 AM,obsr219721,,Traveling,58,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1774863968,Black-crested Titmouse,Baeolophus atricristatus,2,L1210588,2023-07-03,7:57:00 AM,obsr56581,,Traveling,18,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1780275430,Black-crested Titmouse,Baeolophus atricristatus,2,L1210588,2023-07-10,9:30:00 AM,obsr219721,,Stationary,32,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1788881971,Black Vulture,Coragyps atratus,2,L1210588,2023-07-21,10:30:00 AM,obsr219721,,Traveling,58,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1779848950,Black Vulture,Coragyps atratus,3,L1210588,2023-07-10,9:30:00 AM,obsr219721,,Stationary,32,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1774863965,Blue Jay,Cyanocitta cristata,1,L1210588,2023-07-03,7:57:00 AM,obsr56581,,Traveling,18,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1774863955,Brown-headed Cowbird,Molothrus ater,2,L1210588,2023-07-03,7:57:00 AM,obsr56581,,Traveling,18,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1774863958,Carolina Chickadee,Poecile carolinensis,1,L1210588,2023-07-03,7:57:00 AM,obsr56581,,Traveling,18,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1774863960,Carolina Wren,Thryothorus ludovicianus,3,L1210588,2023-07-03,7:57:00 AM,obsr56581,,Traveling,18,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1788881979,Carolina Wren,Thryothorus ludovicianus,3,L1210588,2023-07-21,10:30:00 AM,obsr219721,,Traveling,58,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1779848958,Carolina Wren,Thryothorus ludovicianus,2,L1210588,2023-07-10,9:30:00 AM,obsr219721,,Stationary,32,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1774863954,Western Cattle-Egret,Ardea ibis,40,L1210588,2023-07-03,7:57:00 AM,obsr56581,,Traveling,18,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1779848952,Western Cattle-Egret,Ardea ibis,4,L1210588,2023-07-10,9:30:00 AM,obsr219721,,Stationary,32,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1788881984,Western Cattle-Egret,Ardea ibis,3,L1210588,2023-07-21,10:30:00 AM,obsr219721,,Traveling,58,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1788881980,Chimney Swift,Chaetura pelagica,3,L1210588,2023-07-21,10:30:00 AM,obsr219721,,Traveling,58,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1774863957,Downy Woodpecker,Dryobates pubescens,1,L1210588,2023-07-03,7:57:00 AM,obsr56581,,Traveling,18,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1788881985,Eastern Phoebe,Sayornis phoebe,2,L1210588,2023-07-21,10:30:00 AM,obsr219721,,Traveling,58,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1774863966,Eastern Phoebe,Sayornis phoebe,1,L1210588,2023-07-03,7:57:00 AM,obsr56581,,Traveling,18,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1779848957,Eastern Phoebe,Sayornis phoebe,1,L1210588,2023-07-10,9:30:00 AM,obsr219721,,Stationary,32,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1774863961,European Starling,Sturnus vulgaris,1,L1210588,2023-07-03,7:57:00 AM,obsr56581,,Traveling,18,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1779848956,Great Egret,Ardea alba,3,L1210588,2023-07-10,9:30:00 AM,obsr219721,,Stationary,32,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1788881973,Great Egret,Ardea alba,4,L1210588,2023-07-21,10:30:00 AM,obsr219721,,Traveling,58,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1774863956,Great Egret,Ardea alba,5,L1210588,2023-07-03,7:57:00 AM,obsr56581,,Traveling,18,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1788881983,Great-tailed Grackle,Quiscalus mexicanus,2,L1210588,2023-07-21,10:30:00 AM,obsr219721,,Traveling,58,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1774863964,House Finch,Haemorhous mexicanus,1,L1210588,2023-07-03,7:57:00 AM,obsr56581,,Traveling,18,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1774863967,House Sparrow,Passer domesticus,4,L1210588,2023-07-03,7:57:00 AM,obsr56581,,Traveling,18,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1788881978,House Sparrow,Passer domesticus,5,L1210588,2023-07-21,10:30:00 AM,obsr219721,,Traveling,58,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1780275432,Ladder-backed Woodpecker,Dryobates scalaris,1,L1210588,2023-07-10,9:30:00 AM,obsr219721,,Stationary,32,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1779848951,Little Blue Heron,Egretta caerulea,1,L1210588,2023-07-10,9:30:00 AM,obsr219721,,Stationary,32,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1788881975,Little Blue Heron,Egretta caerulea,1,L1210588,2023-07-21,10:30:00 AM,obsr219721,,Traveling,58,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1779848953,Neotropic Cormorant,Nannopterum brasilianum,3,L1210588,2023-07-10,9:30:00 AM,obsr219721,,Stationary,32,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1788881970,Neotropic Cormorant,Nannopterum brasilianum,17,L1210588,2023-07-21,10:30:00 AM,obsr219721,,Traveling,58,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1774863962,Neotropic Cormorant,Nannopterum brasilianum,60,L1210588,2023-07-03,7:57:00 AM,obsr56581,,Traveling,18,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1774863963,Northern Cardinal,Cardinalis cardinalis,4,L1210588,2023-07-03,7:57:00 AM,obsr56581,,Traveling,18,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1788881974,Northern Cardinal,Cardinalis cardinalis,5,L1210588,2023-07-21,10:30:00 AM,obsr219721,,Traveling,58,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1788881972,Red-shouldered Hawk,Buteo lineatus,1,L1210588,2023-07-21,10:30:00 AM,obsr219721,,Traveling,58,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1774863969,Snowy Egret,Egretta thula,40,L1210588,2023-07-03,7:57:00 AM,obsr56581,,Traveling,18,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1774863953,Summer Tanager,Piranga rubra,1,L1210588,2023-07-03,7:57:00 AM,obsr56581,,Traveling,18,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1779848955,Turkey Vulture,Cathartes aura,1,L1210588,2023-07-10,9:30:00 AM,obsr219721,,Stationary,32,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1788881977,Western Kingbird,Tyrannus verticalis,6,L1210588,2023-07-21,10:30:00 AM,obsr219721,,Traveling,58,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1779848954,Western Kingbird,Tyrannus verticalis,2,L1210588,2023-07-10,9:30:00 AM,obsr219721,,Stationary,32,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1788881976,White-eyed Vireo,Vireo griseus,2,L1210588,2023-07-21,10:30:00 AM,obsr219721,,Traveling,58,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1774863959,White-eyed Vireo,Vireo griseus,2,L1210588,2023-07-03,7:57:00 AM,obsr56581,,Traveling,18,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1780275431,White-eyed Vireo,Vireo griseus,2,L1210588,2023-07-10,9:30:00 AM,obsr219721,,Stationary,32,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1799821316,Western Cattle-Egret,Ardea ibis,15,L1210588,2023-08-07,7:07:00 PM,obsr752394,,Traveling,80,2,1,"10 Juveniles, none being fed by adults."
URN:CornellLabOfOrnithology:EBIRD:OBS1799966776,Western Cattle-Egret,Ardea ibis,15,L1210588,2023-08-07,7:07:00 PM,obsr3207755,,Traveling,80,2,1,"10 Juveniles, none being fed by adults."
URN:CornellLabOfOrnithology:EBIRD:OBS1799821321,Chimney Swift,Chaetura pelagica,2,L1210588,2023-08-07,7:07:00 PM,obsr752394,,Traveling,80,2,1,Flyover
URN:CornellLabOfOrnithology:EBIRD:OBS1799966781,Chimney Swift,Chaetura pelagica,2,L1210588,2023-08-07,7:07:00 PM,obsr3207755,,Traveling,80,2,1,Flyover
URN:CornellLabOfOrnithology:EBIRD:OBS1799821317,Couch's Kingbird,Tyrannus couchii,2,L1210588,2023-08-07,7:07:00 PM,obsr752394,,Traveling,80,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1799966777,Couch's Kingbird,Tyrannus couchii,2,L1210588,2023-08-07,7:07:00 PM,obsr3207755,,Traveling,80,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1799821319,Great Egret,Ardea alba,10,L1210588,2023-08-07,7:07:00 PM,obsr752394,,Traveling,80,2,1,6 juveniles.  None being ged by adult.
URN:CornellLabOfOrnithology:EBIRD:OBS1799966779,Great Egret,Ardea alba,10,L1210588,2023-08-07,7:07:00 PM,obsr3207755,,Traveling,80,2,1,6 juveniles.  None being fed by adult.
URN:CornellLabOfOrnithology:EBIRD:OBS1799821315,Little Blue Heron,Egretta caerulea,1,L1210588,2023-08-07,7:07:00 PM,obsr752394,,Traveling,80,2,1,"Flyover, circling several times. Could have been more than 1 but only saw 1 at a time."
URN:CornellLabOfOrnithology:EBIRD:OBS1799966775,Little Blue Heron,Egretta caerulea,1,L1210588,2023-08-07,7:07:00 PM,obsr3207755,,Traveling,80,2,1,"Flyover, circling several times. Could have been more than 1 but only saw 1 at a time."
URN:CornellLabOfOrnithology:EBIRD:OBS1799821318,Neotropic Cormorant,Nannopterum brasilianum,4,L1210588,2023-08-07,7:07:00 PM,obsr752394,,Traveling,80,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1799966778,Neotropic Cormorant,Nannopterum brasilianum,4,L1210588,2023-08-07,7:07:00 PM,obsr3207755,,Traveling,80,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1799821320,Snowy Egret,Egretta thula,3,L1210588,2023-08-07,7:07:00 PM,obsr752394,,Traveling,80,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1799966780,Snowy Egret,Egretta thula,3,L1210588,2023-08-07,7:07:00 PM,obsr3207755,,Traveling,80,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1799966782,Western Kingbird,Tyrannus verticalis,1,L1210588,2023-08-07,7:07:00 PM,obsr3207755,,Traveling,80,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1799821322,Western Kingbird,Tyrannus verticalis,1,L1210588,2023-08-07,7:07:00 PM,obsr752394,,Traveling,80,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1866066724,American Robin,Turdus migratorius,1,L1210588,2023-10-28,12:22:00 PM,obsr219721,,Traveling,74,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1857172382,American Robin,Turdus migratorius,1,L1210588,2023-10-17,10:39:00 AM,obsr427660,,Traveling,135,5,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1857165023,Belted Kingfisher,Megaceryle alcyon,1,L1210588,2023-10-17,10:39:00 AM,obsr427660,,Traveling,135,5,1,Sitting on the dam.
URN:CornellLabOfOrnithology:EBIRD:OBS1849302615,Bewick's Wren,Thryomanes bewickii,2,L1210588,2023-10-13,8:22:00 AM,obsr3207755,,Traveling,140,17,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1849064522,Bewick's Wren,Thryomanes bewickii,2,L1210588,2023-10-13,8:22:00 AM,obsr21054,,Traveling,140,17,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1852850311,Black-crested Titmouse,Baeolophus atricristatus,4,L1210588,2023-10-16,12:39:00 PM,obsr1119749,,Traveling,128,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1849302603,Black-crested Titmouse,Baeolophus atricristatus,4,L1210588,2023-10-13,8:22:00 AM,obsr3207755,,Traveling,140,17,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1845195663,Black-crested Titmouse,Baeolophus atricristatus,1,L1210588,2023-10-08,10:07:00 AM,obsr2546864,,Traveling,15,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS1849064510,Black-crested Titmouse,Baeolophus atricristatus,4,L1210588,2023-10-13,8:22:00 AM,obsr21054,,Traveling,140,17,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1852966755,Black-crested Titmouse,Baeolophus atricristatus,4,L1210588,2023-10-16,12:39:00 PM,obsr219721,,Traveling,128,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1851954192,Black Vulture,Coragyps atratus,3,L1210588,2023-10-15,12:36:00 PM,obsr219721,,Traveling,58,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1852966756,Black Vulture,Coragyps atratus,4,L1210588,2023-10-16,12:39:00 PM,obsr219721,,Traveling,128,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1857172386,Black Vulture,Coragyps atratus,6,L1210588,2023-10-17,10:39:00 AM,obsr427660,,Traveling,135,5,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1866066723,Black Vulture,Coragyps atratus,3,L1210588,2023-10-28,12:22:00 PM,obsr219721,,Traveling,74,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1852100111,Black Vulture,Coragyps atratus,3,L1210588,2023-10-15,12:36:00 PM,obsr263479,,Traveling,58,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1852850312,Black Vulture,Coragyps atratus,4,L1210588,2023-10-16,12:39:00 PM,obsr1119749,,Traveling,128,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1857230321,Blue Jay,Cyanocitta cristata,2,L1210588,2023-10-22,10:06:00 AM,obsr2546864,,Traveling,20,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS1849302616,Blue Jay,Cyanocitta cristata,2,L1210588,2023-10-13,8:22:00 AM,obsr3207755,,Traveling,140,17,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1852850322,Blue Jay,Cyanocitta cristata,1,L1210588,2023-10-16,12:39:00 PM,obsr1119749,,Traveling,128,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1852966766,Blue Jay,Cyanocitta cristata,1,L1210588,2023-10-16,12:39:00 PM,obsr219721,,Traveling,128,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1849064523,Blue Jay,Cyanocitta cristata,2,L1210588,2023-10-13,8:22:00 AM,obsr21054,,Traveling,140,17,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1857165024,Blue-gray Gnatcatcher,Polioptila caerulea,2,L1210588,2023-10-17,10:39:00 AM,obsr427660,,Traveling,135,5,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1849302602,Carolina Chickadee,Poecile carolinensis,4,L1210588,2023-10-13,8:22:00 AM,obsr3207755,,Traveling,140,17,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1849064509,Carolina Chickadee,Poecile carolinensis,4,L1210588,2023-10-13,8:22:00 AM,obsr21054,,Traveling,140,17,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1845195660,Carolina Chickadee,Poecile carolinensis,1,L1210588,2023-10-08,10:07:00 AM,obsr2546864,,Traveling,15,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS1852966767,Carolina Chickadee,Poecile carolinensis,3,L1210588,2023-10-16,12:39:00 PM,obsr219721,,Traveling,128,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1857230319,Carolina Chickadee,Poecile carolinensis,2,L1210588,2023-10-22,10:06:00 AM,obsr2546864,,Traveling,20,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS1852850323,Carolina Chickadee,Poecile carolinensis,3,L1210588,2023-10-16,12:39:00 PM,obsr1119749,,Traveling,128,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1849302611,Carolina Wren,Thryothorus ludovicianus,6,L1210588,2023-10-13,8:22:00 AM,obsr3207755,,Traveling,140,17,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1851954193,Carolina Wren,Thryothorus ludovicianus,3,L1210588,2023-10-15,12:36:00 PM,obsr219721,,Traveling,58,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1849064518,Carolina Wren,Thryothorus ludovicianus,6,L1210588,2023-10-13,8:22:00 AM,obsr21054,,Traveling,140,17,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1845195659,Carolina Wren,Thryothorus ludovicianus,3,L1210588,2023-10-08,10:07:00 AM,obsr2546864,,Traveling,15,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS1852100112,Carolina Wren,Thryothorus ludovicianus,3,L1210588,2023-10-15,12:36:00 PM,obsr263479,,Traveling,58,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1857172377,Carolina Wren,Thryothorus ludovicianus,2,L1210588,2023-10-17,10:39:00 AM,obsr427660,,Traveling,135,5,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1857230322,Carolina Wren,Thryothorus ludovicianus,3,L1210588,2023-10-22,10:06:00 AM,obsr2546864,,Traveling,20,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS1866066722,Carolina Wren,Thryothorus ludovicianus,3,L1210588,2023-10-28,12:22:00 PM,obsr219721,,Traveling,74,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1852850325,Carolina Wren,Thryothorus ludovicianus,4,L1210588,2023-10-16,12:39:00 PM,obsr1119749,,Traveling,128,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1852966769,Carolina Wren,Thryothorus ludovicianus,4,L1210588,2023-10-16,12:39:00 PM,obsr219721,,Traveling,128,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1849302606,Couch's Kingbird,Tyrannus couchii,3,L1210588,2023-10-13,8:22:00 AM,obsr3207755,,Traveling,140,17,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1849064513,Couch's Kingbird,Tyrannus couchii,3,L1210588,2023-10-13,8:22:00 AM,obsr21054,,Traveling,140,17,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1845195661,Downy Woodpecker,Dryobates pubescens,1,L1210588,2023-10-08,10:07:00 AM,obsr2546864,,Traveling,15,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS1849064514,Downy Woodpecker,Dryobates pubescens,2,L1210588,2023-10-13,8:22:00 AM,obsr21054,,Traveling,140,17,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1866066726,Downy Woodpecker,Dryobates pubescens,1,L1210588,2023-10-28,12:22:00 PM,obsr219721,,Traveling,74,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1857172384,Downy Woodpecker,Dryobates pubescens,2,L1210588,2023-10-17,10:39:00 AM,obsr427660,,Traveling,135,5,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1849302607,Downy Woodpecker,Dryobates pubescens,2,L1210588,2023-10-13,8:22:00 AM,obsr3207755,,Traveling,140,17,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1845869453,Eastern Meadowlark,Sturnella magna,1,L1210588,2023-10-08,10:07:00 AM,obsr2546864,,Traveling,15,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS1845195664,Eastern Phoebe,Sayornis phoebe,6,L1210588,2023-10-08,10:07:00 AM,obsr2546864,,Traveling,15,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS1852100109,Eastern Phoebe,Sayornis phoebe,3,L1210588,2023-10-15,12:36:00 PM,obsr263479,,Traveling,58,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1852966765,Eastern Phoebe,Sayornis phoebe,4,L1210588,2023-10-16,12:39:00 PM,obsr219721,,Traveling,128,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1849302604,Eastern Phoebe,Sayornis phoebe,3,L1210588,2023-10-13,8:22:00 AM,obsr3207755,,Traveling,140,17,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1857230318,Eastern Phoebe,Sayornis phoebe,3,L1210588,2023-10-22,10:06:00 AM,obsr2546864,,Traveling,20,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS1851954190,Eastern Phoebe,Sayornis phoebe,3,L1210588,2023-10-15,12:36:00 PM,obsr219721,,Traveling,58,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1857172380,Eastern Phoebe,Sayornis phoebe,3,L1210588,2023-10-17,10:39:00 AM,obsr427660,,Traveling,135,5,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1866066725,Eastern Phoebe,Sayornis phoebe,1,L1210588,2023-10-28,12:22:00 PM,obsr219721,,Traveling,74,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1849064511,Eastern Phoebe,Sayornis phoebe,3,L1210588,2023-10-13,8:22:00 AM,obsr21054,,Traveling,140,17,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1852850321,Eastern Phoebe,Sayornis phoebe,4,L1210588,2023-10-16,12:39:00 PM,obsr1119749,,Traveling,128,2,1,
